title,author,category,abstract,status,platform,word_count,popularity,interaction,finance,fans_count,week_recommend,lifecycle_stage,is_simulated,core_fan_ratio,sentiment_score,sentiment_intensity,growth_potential,conversion_difficulty,IP_Score,abstract_sentiment,Grade
恶魔大人有系统,海梦长情,玄幻奇幻,,完结,Zongheng,501651,10269,333,90,18,0,Maturity,0,0.0017526777020447,0.5847385608669128,0.1694771217338255,0.0,0.8,40.0,0.5,C
我只有两千五百岁,步行天下,都市,,完结,Zongheng,3142083,18095241,1664646,19526,467,0,Maturity,0,2.5807889167771285e-05,0.8739509471716943,0.7479018943433886,0.0,0.2,43.8,0.5,C
帝路称雄,一生有雨,玄幻奇幻,,完结,Zongheng,586358,18011,2889,263,22,0,Maturity,0,0.0012214079502553,0.6667093720735197,0.3334187441470393,0.0,0.8,40.0,0.5,C
为了道侣去修仙,徐聊,武侠仙侠,,完结,Zongheng,793779,15044,70,65,9,0,Maturity,0,0.0005982053838484,0.6693659395487851,0.3387318790975702,0.0,0.8,40.0,0.5,C
云雁关山度,弈剑听风雨,玄幻奇幻,,完结,Zongheng,462688,96694,5158,108,232,0,Maturity,0,0.0023992967578468,0.4892919191994774,0.0214161616010452,0.0,0.8,40.1,0.5,C
飞雪葬红叶,玄鱼幻梦,武侠仙侠,,完结,Zongheng,1030130,38292,1845,120,87,0,Maturity,0,0.0022719557099208,0.6040048056603605,0.208009611320721,0.0,0.8,40.0,0.5,C
初始技能也很猛,黑色猫妖王,N次元,,完结,Zongheng,948157,71032,1128,65,18,0,Maturity,0,0.0002534033477397,0.5802469057449594,0.1604938114899188,0.0,0.5,40.0,0.5,C
元素领域,不望,玄幻奇幻,,完结,Zongheng,1983442,26063,661,73,57,0,Maturity,0,0.0021869244935543,0.5498785033216543,0.0997570066433086,0.0,0.8,40.0,0.5,C
诸将说封侯,习祯,武侠仙侠,,完结,Zongheng,507484,29412,1266,68,10,0,Maturity,0,0.0003399857205997,0.6192740785257632,0.2385481570515264,0.0,0.8,40.0,0.5,C
陆地键仙,六如和尚,玄幻奇幻,,连载,Zongheng,7749097,28630607,471411,3466,3186,394,Maturity,0,0.0001112795089786,0.5,0.0,0.0008357869549353,0.8,42.3,0.5,C
卖假货的系统,弦弓藏,玄幻奇幻,,完结,Zongheng,1220380,40514,1621,86,26,0,Maturity,0,0.0006417376280389,0.619805012554997,0.2396100251099939,0.0,0.8,40.0,0.5,C
仙魔春秋,吕断桥,武侠仙侠,,完结,Zongheng,2685162,87107,16571,66,54,28,Maturity,0,0.0006199200991872,0.5,0.0,0.0016895969104513,0.8,40.0,0.5,C
枪破剑界我为皇,鵺煌,武侠仙侠,,完结,Zongheng,701391,93837,2119,2997,98,0,Maturity,0,0.0010443530339521,0.4967221976727877,0.0065556046544246,0.0,0.8,40.4,0.5,C
渡劫之王,无罪,武侠仙侠,,完结,Zongheng,4006216,576247705,6497336,4576,908,46,Maturity,0,1.5757112619204077e-06,0.5218159075081331,0.0436318150162662,7.079823626202551e-06,0.8,61.5,0.5,C
半生道,Le华子,奇闻异事,,完结,Zongheng,825764,255837,3886,60,40,0,Maturity,0,0.0001563489395633,0.5853811034398433,0.1707622068796865,0.0,0.5,40.0,0.5,C
布衣青年闯天下,津萨达瑞庆,玄幻奇幻,,完结,Zongheng,2041631,202735,18462,116,263,0,Maturity,0,0.0012972535711467,0.6659720748543472,0.3319441497086943,0.0,0.8,40.1,0.5,C
剑嗜横空,冥笼,玄幻奇幻,,完结,Zongheng,1166976,18396,4416,646,27,0,Maturity,0,0.0014676305919443,0.6327790187753195,0.265558037550639,0.0,0.8,40.1,0.5,C
灵气降临时代,秋天的冬天,科幻,,完结,Zongheng,811295,305370,1358,92,25,0,Maturity,0,8.186762986662126e-05,0.5964807172865143,0.1929614345730286,0.0,0.5,40.0,0.5,C
我在唐朝放电影,瑶池老祖,历史,,完结,Zongheng,291288,36545,275,102,29,0,Maturity,0,0.0007935204947189,0.6260380029304532,0.2520760058609064,0.0,0.5,40.0,0.5,C
卒舞,我等天黑,武侠仙侠,,连载,Zongheng,1972633,131690,20669,105,70,0,Maturity,0,0.0005315473342901,0.5,0.0,0.0,0.8,40.0,0.5,C
修仙秘宝,红装,都市,,完结,Zongheng,278273,86554,3296,2715,117,0,Maturity,0,0.001351741667148,0.5405344406025258,0.0810688812050515,0.0,0.2,40.4,0.5,C
黑雾之下,辰燃,科幻,,完结,Zongheng,5378088,4319942,48221,102,341,0,Maturity,0,7.89362267048431e-05,0.5197385456221478,0.0394770912442956,0.0,0.5,40.3,0.5,C
穿越不够重生来凑,只想混饭吃,玄幻奇幻,,完结,Zongheng,1072028,25808,324,122,73,0,Maturity,0,0.0028284706885195,0.5166857746519016,0.0333715493038031,0.0,0.8,40.0,0.5,C
修仙从磕头开始,白芲,玄幻奇幻,,完结,Zongheng,1462584,146197,6340,549,30,0,Maturity,0,0.0002052011655426,0.6473589183212344,0.2947178366424687,0.0,0.8,40.1,0.5,C
小兵凶猛,九夜修罗,玄幻奇幻,,完结,Zongheng,809744,40559,1766,74,13,0,Maturity,0,0.0003205128205128,0.587796497203567,0.1755929944071339,0.0,0.8,40.0,0.5,C
大道玄途,逆剑千秋,玄幻奇幻,,完结,Zongheng,1214222,1076122,3946,663,102,0,Maturity,0,9.478470397900612e-05,0.7050141013896839,0.4100282027793678,0.0,0.8,40.2,0.5,C
我是丧尸帝王,无良策,科幻,,完结,Zongheng,277807,35785,528,68,9,0,Maturity,0,0.0002514949980439,0.5110794354572057,0.0221588709144113,0.0,0.5,40.0,0.5,C
模拟修仙传,乱世TICH,玄幻奇幻,,连载,Zongheng,2187663,4612481,182677,2321,2739,0,Maturity,0,0.0005938234555712,0.5,0.0,0.0,0.8,41.2,0.5,C
逍遥神皇,隔壁虎哥,玄幻奇幻,,完结,Zongheng,783843,84969,76842,61,33,0,Maturity,0,0.0003883723667176,0.6646327625288175,0.329265525057635,0.0,0.8,40.0,0.5,C
三国之最风流,赵子曰,历史,,连载,Zongheng,5517053,10342135,982049,77,886,117,Maturity,0,8.566895658691783e-05,0.6934726811699271,0.3869453623398542,0.0001191385367343,0.5,40.8,0.5,C
最强狂兵,烈焰滔滔,都市,,完结,Zongheng,16822970,207730280,2622765,1755,13313,75,Maturity,0,6.408791215181575e-05,0.8203288566826461,0.6406577133652922,2.859576492908632e-05,0.2,51.1,0.5,C
天降鬼才,武异,玄幻奇幻,,连载,Zongheng,12504929,1546109,107287,76,319,15,Maturity,0,0.0002063242589466,0.5,0.0,0.0001398106032361,0.8,40.2,0.5,C
剑来,烽火戏诸侯,武侠仙侠,,连载,Zongheng,13059580,353689813,18733596,9031,158298,4239,Maturity,0,0.0004475616592113,0.7077269838410485,0.4154539676820969,0.0002262779539882,0.8,96.3,0.5,S
末日崛起,太极阴阳鱼,科幻,,连载,Zongheng,7991075,5553992,425137,85,372,7,Maturity,0,6.697883846810753e-05,0.5920269765060745,0.184053953012149,1.6465241874403135e-05,0.5,40.4,0.5,C
元尊,天蚕土豆,玄幻奇幻,,完结,Zongheng,3792308,859615953,727921,91,17628,78,Maturity,0,2.050683205444556e-05,0.3712483536090297,0.2575032927819406,0.0001071543379647,0.8,73.3,0.5,B
骑士征程,我爱小豆,玄幻奇幻,,完结,Zongheng,10905704,12255121,189148,575,1707,10,Maturity,0,0.0001392886990435,0.4700459628962687,0.0599080742074625,5.286837361022263e-05,0.8,41.0,0.5,C
剑骨,会摔跤的熊猫,武侠仙侠,,完结,Zongheng,4552177,7898659,82676,130,942,0,Maturity,0,0.0001192607353652,0.2598999670254617,0.4802000659490766,0.0,0.8,40.5,0.5,C
一剑独尊,青鸾峰上,玄幻奇幻,,完结,Zongheng,9540676,423149724,20514786,2059,14013,10,Maturity,0,3.311593786336503e-05,0.699382643501387,0.398765287002774,4.874532696829852e-07,0.8,62.3,0.5,C
大侠萧金衍,三观犹在,武侠仙侠,,完结,Zongheng,2132145,5631235,81639,104,462,0,Maturity,0,8.204237932844584e-05,0.6326832694842639,0.2653665389685278,0.0,0.8,40.3,0.5,C
医流武神,潇铭,都市,,完结,Zongheng,6243629,3866045,51053,101,767,0,Maturity,0,0.0001983939146093,0.5985142562295608,0.1970285124591215,0.0,0.2,40.3,0.5,C
星空蕴道,攀龙附凤,玄幻奇幻,,完结,Zongheng,3035927,642907,10028,137,223,0,Maturity,0,0.0003468614482943,0.8109634126121996,0.6219268252243992,0.0,0.8,40.1,0.5,C
一剑朝天,青涩的叶,武侠仙侠,,完结,Zongheng,4697469,1651887,28638,114,59,0,Maturity,0,3.571670718595934e-05,0.6356442833193398,0.2712885666386795,0.0,0.8,40.1,0.5,C
都市超级高手,赤焰圣歌,都市,,完结,Zongheng,3208995,42109171,3636594,59,395,0,Maturity,0,9.380379172499522e-06,0.6426470213411286,0.2852940426822572,0.0,0.2,42.3,0.5,C
万象天劫,西门小陆,玄幻奇幻,,完结,Zongheng,1694946,318996,24620,2135,187,0,Maturity,0,0.000586212409521,0.5371386463554256,0.0742772927108512,0.0,0.8,40.4,0.5,C
盖世,逆苍天,玄幻奇幻,,完结,Zongheng,6387336,52250845,6602788,102,785,32,Maturity,0,1.5023680190747534e-05,0.5752019928674802,0.1504039857349604,4.846436861756448e-06,0.8,43.4,0.5,C
修真大福星,渡血古巫,武侠仙侠,,完结,Zongheng,3785066,96695,16595,136,70,0,Maturity,0,0.0007239182592868,0.6544658438587773,0.3089316877175545,0.0,0.8,40.0,0.5,C
白夜浮生录,夜厌白,N次元,,连载,Zongheng,5809661,166683,87398,69,51,315,Maturity,0,0.0003059681793093,0.5,0.0,0.0036041602306662,0.5,40.0,0.5,C
龙武星魂,不老鱼,玄幻奇幻,,完结,Zongheng,1285676,78629,9587,70,20,0,Maturity,0,0.0002543558438255,0.7024870194962815,0.4049740389925629,0.0,0.8,40.0,0.5,C
永生才能不灭,千年浩劫,武侠仙侠,,完结,Zongheng,2706332,229943,2527,127,150,0,Maturity,0,0.0006523327418849,0.5686841023387555,0.1373682046775111,0.0,0.8,40.1,0.5,C
大厨小婿,烟斗老哥,都市,,完结,Zongheng,3961788,9796523,83910,6789,1632,0,Maturity,0,0.0001665897005917,0.472950899095038,0.0540982018099239,0.0,0.2,41.7,0.5,C
太古玄幻录,惊鸿飞羽,玄幻奇幻,,连载,Zongheng,1485315,17590,4053,117,58,0,Maturity,0,0.0032971405832528,0.8545856629747207,0.7091713259494414,0.0,0.8,40.0,0.5,C
诗剑飘香,西江清月,武侠仙侠,,完结,Zongheng,1035359,32664,4667,81,133,0,Maturity,0,0.0040716363079748,0.5950788550404644,0.1901577100809288,0.0,0.8,40.0,0.5,C
剑仙在此,乱世狂刀,玄幻奇幻,,完结,Zongheng,5102580,96128174,10135716,824,2894,36,Maturity,0,3.010563760312728e-05,0.694701271344242,0.3894025426884839,3.5517960890186654e-06,0.8,46.2,0.5,C
仙游四海,梦之忧伤,武侠仙侠,,完结,Zongheng,1323097,65880,6434,70,184,0,Maturity,0,0.0027929144973512,0.6395836836316596,0.2791673672633192,0.0,0.8,40.1,0.5,C
明天子,名剑山庄,历史,,完结,Zongheng,3442556,5274628,21193,96,147,0,Maturity,0,2.786925867203172e-05,0.7262424492526033,0.4524848985052065,0.0,0.5,40.2,0.5,C
剑公子,夜开花,玄幻奇幻,,连载,Zongheng,1905840,4015303,7048,63,24,0,Maturity,0,5.97713149490051e-06,0.6430549821086518,0.2861099642173035,0.0,0.8,40.2,0.5,C
逆修斩天,东雨辰,玄幻奇幻,,完结,Zongheng,522516,20656,2930,86,38,0,Maturity,0,0.0018395701215084,0.5597394055124757,0.1194788110249513,0.0,0.8,40.0,0.5,C
小心飞升,诗喵喵兮,玄幻奇幻,,完结,Zongheng,3715098,31480,1593,87,38,0,Maturity,0,0.0012070772847114,0.7117356077197712,0.4234712154395423,0.0,0.8,40.0,0.5,C
带着萌犬去巡天,萌犬奶凶,玄幻奇幻,,完结,Zongheng,2007227,653116,18041,100,133,0,Maturity,0,0.0002036388579687,0.5976980036435294,0.1953960072870588,0.0,0.8,40.1,0.5,C
天地阙,落残梦,玄幻奇幻,,完结,Zongheng,1513619,10050,2372,92,7,0,Maturity,0,0.0006964481146154,0.6908052864521449,0.3816105729042898,0.0,0.8,40.0,0.5,C
赘婿出山,李闲鱼,都市,,完结,Zongheng,7860552,32106464,1861609,5711,1015,48,Maturity,0,3.161357066248184e-05,0.5273183170211644,0.0546366340423287,2.5784133089100297e-05,0.2,42.5,0.5,C
非洲酋长,更俗,都市,,完结,Zongheng,2042541,6975109,689615,1614,1166,0,Maturity,0,0.0001671658224744,0.5963095914555997,0.1926191829111994,0.0,0.2,40.9,0.5,C
BUG神瞳,浊酒醉卿颜,都市,,完结,Zongheng,816181,99600,1730,66,30,0,Maturity,0,0.0003012017951626,0.6197661278442537,0.2395322556885073,0.0,0.2,40.0,0.5,C
边月满西山,奕辰辰,玄幻奇幻,,完结,Zongheng,3237684,5730613,137154,2122,1490,0,Maturity,0,0.0002600070428753,0.3657243154055737,0.2685513691888525,0.0,0.8,40.9,0.5,C
登仙令,糊涂少年,武侠仙侠,,完结,Zongheng,2082334,319171,4526,2496,189,0,Maturity,0,0.0005921572067725,0.5536777432703215,0.1073554865406429,0.0,0.8,40.4,0.5,C
九段刀,张贯民,玄幻奇幻,,完结,Zongheng,750571,782265,57252,109,125,0,Maturity,0,0.0001597921934482,0.5789666824146084,0.1579333648292167,0.0,0.8,40.1,0.5,C
极道猎梦师,三三吃肉,都市,,完结,Zongheng,1904733,1221836,10126,72,59,0,Maturity,0,4.8287946755581966e-05,0.6034405467486736,0.2068810934973473,0.0,0.2,40.1,0.5,C
仙朝,平生未知寒,武侠仙侠,,完结,Zongheng,3910628,6544360,38223,104,343,28,Maturity,0,5.241153414366964e-05,0.4191296854513311,0.1617406290973377,0.0007325240686479,0.8,40.3,0.5,C
职场新贵,一分子,都市,,完结,Zongheng,2317266,503686,48674,2112,50,0,Maturity,0,9.926799778433828e-05,0.6259161571371974,0.2518323142743948,0.0,0.2,40.3,0.5,C
日月风华,沙漠,历史,,完结,Zongheng,6066154,45432578,5819914,15981,1806,3,Maturity,0,3.975121024936753e-05,0.9949850292721496,0.9899700585442994,5.154714458888145e-07,0.5,45.4,0.5,C
史上最强邪君,冬马,玄幻奇幻,,完结,Zongheng,2558833,276089,10649,64,117,0,Maturity,0,0.0004237748560252,0.6961311532594232,0.3922623065188464,0.0,0.8,40.0,0.5,C
剑道第一仙,萧瑾瑜,玄幻奇幻,,完结,Zongheng,11314838,111772359,855861,2831,6431,11,Maturity,0,5.753658596812307e-05,0.5070366825272332,0.0140733650544664,1.2852539311244102e-05,0.8,45.9,0.5,C
神国之上,见异思剑,武侠仙侠,,完结,Zongheng,2761640,7331635,96265,1575,1691,29,Maturity,0,0.0002306442927608,0.6694400757677262,0.3388801515354525,0.0003012486236054,0.8,40.9,0.5,C
不让江山,知白,历史,,完结,Zongheng,5265169,57902282,3128684,23042,1429,0,Maturity,0,2.467951047802381e-05,0.6766627629071281,0.3533255258142562,0.0,0.5,46.2,0.5,C
剑剑超神,六道沉沦,玄幻奇幻,,完结,Zongheng,4731959,2382045,51111,58,141,0,Maturity,0,5.919281155779528e-05,0.4278404097692829,0.1443191804614342,0.0,0.8,40.1,0.5,C
凡人狂徒,十九护法,武侠仙侠,,完结,Zongheng,1668772,37946,576,66,36,0,Maturity,0,0.0009486915961736,0.6184550027431986,0.2369100054863973,0.0,0.8,40.0,0.5,C
界起通天,雨过天可晴,玄幻奇幻,,连载,Zongheng,3240656,84288,20767,72,172,36,Maturity,0,0.0020405984173498,0.4612946630505001,0.0774106738989997,0.0017334360554699,0.8,40.1,0.5,C
荒古秘主,草堂狂生,玄幻奇幻,,完结,Zongheng,1960018,59535,1534,117,60,0,Maturity,0,0.0010077936038699,0.6880906594037035,0.376181318807407,0.0,0.8,40.0,0.5,C
贪天,穿越大青山,玄幻奇幻,,完结,Zongheng,682131,60278,1174,66,81,0,Maturity,0,0.001343751555268,0.6424790432559121,0.2849580865118242,0.0,0.8,40.0,0.5,C
天兽传说,炽夜之瞳,N次元,,完结,Zongheng,1936556,82044,2019,59,14,0,Maturity,0,0.0001706380644768,0.6286968754129368,0.2573937508258737,0.0,0.5,40.0,0.5,C
我只有两千五百岁,步行天下,都市,,完结,Zongheng,3142083,18095241,1664646,7807,467,0,Maturity,0,2.5807889167771285e-05,0.8739509471716943,0.7479018943433886,0.0,0.2,42.2,0.5,C
天师之巅,张弦晟,武侠仙侠,,完结,Zongheng,650191,87201,6866,80,23,0,Maturity,0,0.0002637554184537,0.6900754625134747,0.3801509250269494,0.0,0.8,40.0,0.5,C
大隐,剑非心,武侠仙侠,,连载,Zongheng,917419,102917,14047,586,98,24,Maturity,0,0.000952214384267,0.5838813938762341,0.1677627877524681,0.0017084282460136,0.8,40.1,0.5,C
我有一座江湖,江小六儿,玄幻奇幻,,完结,Zongheng,602275,683090,11916,634,495,0,Maturity,0,0.0007246472285537,0.5572671451631521,0.1145342903263042,0.0,0.8,40.2,0.5,C
陆地键仙,六如和尚,玄幻奇幻,,连载,Zongheng,7749097,28630626,471414,1235,3186,397,Maturity,0,0.0001112794351307,0.5,0.0,0.0008421454557025,0.8,42.0,0.5,C
仙魔春秋,吕断桥,武侠仙侠,,完结,Zongheng,2685162,87107,16571,76,54,28,Maturity,0,0.0006199200991872,0.5,0.0,0.0016895969104513,0.8,40.0,0.5,C
渡劫之王,无罪,武侠仙侠,,完结,Zongheng,4006216,576247705,6497336,48330,908,46,Maturity,0,1.5757112619204077e-06,0.5218159075081331,0.0436318150162662,7.079823626202551e-06,0.8,67.7,0.5,C
半生道,Le华子,奇闻异事,,完结,Zongheng,825764,255837,3886,88,40,0,Maturity,0,0.0001563489395633,0.5853811034398433,0.1707622068796865,0.0,0.5,40.0,0.5,C
灵气降临时代,秋天的冬天,科幻,,完结,Zongheng,811295,305370,1358,73,25,0,Maturity,0,8.186762986662126e-05,0.5964807172865143,0.1929614345730286,0.0,0.5,40.0,0.5,C
修仙秘宝,红装,都市,,完结,Zongheng,278273,86554,3296,1156,117,0,Maturity,0,0.001351741667148,0.5405344406025258,0.0810688812050515,0.0,0.2,40.2,0.5,C
黑雾之下,辰燃,科幻,,完结,Zongheng,5378088,4319942,48221,324,341,0,Maturity,0,7.89362267048431e-05,0.5197385456221478,0.0394770912442956,0.0,0.5,40.3,0.5,C
盘天之战,东方奇龙,科幻,,完结,Zongheng,4517215,431478,20088,902,172,0,Maturity,0,0.0003986289019859,0.5380577585568351,0.0761155171136702,0.0,0.5,40.2,0.5,C
反穿越调查局,码字的李世卿,历史,,完结,Zongheng,2269251,1384065,72843,440,30,0,Maturity,0,2.167526693091225e-05,0.5901659077218568,0.1803318154437136,0.0,0.5,40.1,0.5,C
浴天圣帝,梦九落,玄幻奇幻,,完结,Zongheng,928108,66839,1711,403,75,0,Maturity,0,0.0011220825852782,0.5024113917853007,0.0048227835706013,0.0,0.8,40.1,0.5,C
修仙从磕头开始,白芲,玄幻奇幻,,完结,Zongheng,1462584,146197,6340,310,30,0,Maturity,0,0.0002052011655426,0.6473589183212344,0.2947178366424687,0.0,0.8,40.1,0.5,C
仗星行,弃命,玄幻奇幻,,完结,Zongheng,167520,10036,888,82,39,0,Maturity,0,0.0038856231941815,0.5713869391673683,0.1427738783347365,0.0,0.8,40.0,0.5,C
大道玄途,逆剑千秋,玄幻奇幻,,完结,Zongheng,1214222,1076122,3946,337,102,0,Maturity,0,9.478470397900612e-05,0.7050141013896839,0.4100282027793678,0.0,0.8,40.1,0.5,C
模拟修仙传,乱世TICH,玄幻奇幻,,连载,Zongheng,2187663,4612481,182677,3011,2739,0,Maturity,0,0.0005938234555712,0.5,0.0,0.0,0.8,41.3,0.5,C
我用阵法补天地,提笔泼墨,玄幻奇幻,,完结,Zongheng,7325372,291255,16370,944,29,0,Maturity,0,9.95687642486335e-05,0.6992401647165974,0.3984803294331949,0.0,0.8,40.2,0.5,C
开局兑换个天眼通,覆手,都市,,完结,Zongheng,1457872,6475038,443877,1950,195,0,Maturity,0,3.011564872427796e-05,0.5079878431904377,0.0159756863808753,0.0,0.2,40.6,0.5,C
雪中悍刀行,烽火戏诸侯,玄幻奇幻,,完结,Zongheng,4615353,122877963,10739808,534,15230,56,Maturity,0,0.0001239441109229,0.3719206427200986,0.2561587145598026,5.214245430249272e-06,0.8,50.2,0.5,C
天道天骄,拈花一叶,玄幻奇幻,,连载,Zongheng,18297742,2213590,50708,528,77,0,Maturity,0,3.4785107095213164e-05,0.5113905001480945,0.022781000296189,0.0,0.8,40.2,0.5,C
祭炼山河,食堂包子,玄幻奇幻,,完结,Zongheng,6898752,411543997,33736783,79,589,0,Maturity,0,1.4311956992749049e-06,0.4999747028585911,5.05942828177286e-05,0.0,0.8,61.1,0.5,C
星辰之主,减肥专家,科幻,,连载,Zongheng,7896999,16789075,3523714,445,3135,3088,Maturity,0,0.0001867285608808,0.5,0.0,0.0008763478317627,0.5,42.1,0.5,C
最强狂兵,烈焰滔滔,都市,,完结,Zongheng,16822970,207730307,2622765,2302,13313,75,Maturity,0,6.408790382191125e-05,0.8203288566826461,0.6406577133652922,2.859576492908632e-05,0.2,51.1,0.5,C
剑来,烽火戏诸侯,武侠仙侠,,连载,Zongheng,13059580,353690253,18733596,7923,158298,4239,Maturity,0,0.0004475611024328,0.7077269838410485,0.4154539676820969,0.0002262779539882,0.8,96.1,0.5,S
踏星,随散飘风,科幻,,完结,Zongheng,17017670,130694814,1348833,1351,13277,42,Maturity,0,0.0001015878097382,0.987966457344204,0.9759329146884076,3.113800512146046e-05,0.5,48.1,0.5,C
骑士征程,我爱小豆,玄幻奇幻,,完结,Zongheng,10905704,12255124,189148,5310,1707,10,Maturity,0,0.0001392886649462,0.4700459628962687,0.0599080742074625,5.286837361022263e-05,0.8,41.6,0.5,C
一剑独尊,青鸾峰上,玄幻奇幻,,完结,Zongheng,9540676,423149741,20514786,8104,14013,10,Maturity,0,3.311593653293543e-05,0.699382643501387,0.398765287002774,4.874532696829852e-07,0.8,63.1,0.5,C
龙悦荷香,荷之青青,历史,,完结,Zongheng,2186245,155588,29250,244,53,0,Maturity,0,0.0003406410478889,0.6295545910688358,0.2591091821376716,0.0,0.5,40.1,0.5,C
帝世无双,雨暮浮屠,玄幻奇幻,,完结,Zongheng,9853385,66915829,905281,78,504,0,Maturity,0,7.5318500868927425e-06,0.931891774143242,0.8637835482864837,0.0,0.8,42.6,0.5,C
万象天劫,西门小陆,玄幻奇幻,,完结,Zongheng,1694946,318996,24620,5903,187,0,Maturity,0,0.000586212409521,0.5371386463554256,0.0742772927108512,0.0,0.8,40.9,0.5,C
修真大福星,渡血古巫,武侠仙侠,,完结,Zongheng,3785066,96695,16595,262,70,0,Maturity,0,0.0007239182592868,0.6544658438587773,0.3089316877175545,0.0,0.8,40.1,0.5,C
巅峰仙道,寒梅惊雪,玄幻奇幻,,完结,Zongheng,6667238,964127,15732,423,319,0,Maturity,0,0.0003308689302665,0.2348228070260006,0.5303543859479987,0.0,0.8,40.2,0.5,C
无尽海图,道三生,玄幻奇幻,,完结,Zongheng,2583784,530860,18787,79,168,0,Maturity,0,0.0003164670224409,0.703132560921765,0.40626512184353,0.0,0.8,40.1,0.5,C
一剑掌乾坤,能通六窍,武侠仙侠,,完结,Zongheng,3040013,451077,23589,647,76,0,Maturity,0,0.0001684852730569,0.5,0.0,0.0,0.8,40.1,0.5,C
山巅最高处,少年思无邪,武侠仙侠,,完结,Zongheng,321733,25630,1050,75,72,0,Maturity,0,0.0028090983574577,0.5790847425101333,0.1581694850202666,0.0,0.8,40.0,0.5,C
大厨小婿,烟斗老哥,都市,,完结,Zongheng,3961788,9796523,83910,5752,1632,0,Maturity,0,0.0001665897005917,0.472950899095038,0.0540982018099239,0.0,0.2,41.6,0.5,C
天地战记,晴天鱼米,玄幻奇幻,,完结,Zongheng,2005676,417202,5771,283,180,0,Maturity,0,0.0004314446444536,0.5563616297148062,0.1127232594296123,0.0,0.8,40.1,0.5,C
剑仙在此,乱世狂刀,玄幻奇幻,,完结,Zongheng,5102580,96128174,10135716,7943,2894,36,Maturity,0,3.010563760312728e-05,0.694701271344242,0.3894025426884839,3.5517960890186654e-06,0.8,47.2,0.5,C
世界探宝异闻录,轻雨初晨,奇闻异事,,完结,Zongheng,1081691,32827,7478,534,20,0,Maturity,0,0.0006092360180333,0.5996632251382296,0.1993264502764591,0.0,0.5,40.1,0.5,C
遣返者的游戏,泓森,玄幻奇幻,,完结,Zongheng,2045940,18810972,2778938,242,768,0,Maturity,0,4.082723418932131e-05,0.6891607071786247,0.3783214143572493,0.0,0.8,41.4,0.5,C
帝行说,被酸化的钙,玄幻奇幻,,完结,Zongheng,1274219,16659,3095,88,20,0,Maturity,0,0.0012004801920768,0.6490187602367706,0.2980375204735412,0.0,0.8,40.0,0.5,C
逆修斩天,东雨辰,玄幻奇幻,,完结,Zongheng,522516,20656,2930,894,38,0,Maturity,0,0.0018395701215084,0.5597394055124757,0.1194788110249513,0.0,0.8,40.1,0.5,C
太荒吞天诀,铁马飞桥,玄幻奇幻,,连载,Zongheng,14787195,91331050,204856,300,10066,992,Maturity,0,0.0001102144329862,0.5,0.0,0.0048424022610894,0.8,45.6,0.5,C
大道自在行,Mr艺展,武侠仙侠,,完结,Zongheng,1956638,83201,6502,206,31,0,Maturity,0,0.0003725871974231,0.666884006185783,0.333768012371566,0.0,0.8,40.0,0.5,C
剑道圣君,君上不吃香菜,玄幻奇幻,,完结,Zongheng,2153357,112201,15506,870,41,24,Maturity,0,0.0003654123812409,0.6418837102586642,0.2837674205173284,0.0015476881408396,0.8,40.1,0.5,C
赘婿出山,李闲鱼,都市,,完结,Zongheng,7860552,32106465,1861609,2446,1015,48,Maturity,0,3.1613569677833746e-05,0.5273183170211644,0.0546366340423287,2.5784133089100297e-05,0.2,42.1,0.5,C
非洲酋长,更俗,都市,,完结,Zongheng,2042541,6975111,689615,2309,1166,0,Maturity,0,0.0001671657745424,0.5963095914555997,0.1926191829111994,0.0,0.2,41.0,0.5,C
浮仙令,浅淡的月牙,武侠仙侠,,完结,Zongheng,1419404,1110251,9251,77,269,0,Maturity,0,0.0002422873365686,0.4783533475240737,0.0432933049518525,0.0,0.8,40.1,0.5,C
边月满西山,奕辰辰,玄幻奇幻,,完结,Zongheng,3237684,5730613,137154,10789,1490,0,Maturity,0,0.0002600070428753,0.3657243154055737,0.2685513691888525,0.0,0.8,42.1,0.5,C
登仙令,糊涂少年,武侠仙侠,,完结,Zongheng,2082334,319171,4526,328,189,0,Maturity,0,0.0005921572067725,0.5536777432703215,0.1073554865406429,0.0,0.8,40.1,0.5,C
新界之门,周逸寒,都市,,完结,Zongheng,1800994,99809,6411,4252,77,0,Maturity,0,0.0007714657849914,0.6089472614394913,0.2178945228789826,0.0,0.2,40.6,0.5,C
修仙有劫,陈抖抖,武侠仙侠,,完结,Zongheng,1412651,155352,7208,5252,191,0,Maturity,0,0.0012294580729049,0.4538743941448403,0.0922512117103193,0.0,0.8,40.8,0.5,C
极道猎梦师,三三吃肉,都市,,完结,Zongheng,1904733,1221836,10126,512,59,0,Maturity,0,4.8287946755581966e-05,0.6034405467486736,0.2068810934973473,0.0,0.2,40.1,0.5,C
职场新贵,一分子,都市,,完结,Zongheng,2317266,503686,48674,4631,50,0,Maturity,0,9.926799778433828e-05,0.6259161571371974,0.2518323142743948,0.0,0.2,40.7,0.5,C
剑道第一仙,萧瑾瑜,玄幻奇幻,,完结,Zongheng,11314838,111772416,855861,5284,6431,11,Maturity,0,5.753655662648863e-05,0.5070366825272332,0.0140733650544664,1.2852539311244102e-05,0.8,46.3,0.5,C
